site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Working Student - Data & Analytics (m/w/d),HEY HOLY | B Corp,"Frankfurt, Hesse, Germany",2026-09-03,https://www.linkedin.com/jobs/view/4460478809 , ,li-4460478809,fulltime,,,,,,False,entry level,Other,,,Manufacturing,https://de.linkedin.com/company/heyholy,,,,,,,,,,,
